text	label
CS(=O)(=O)c1cncc(F)c1C2OC(=O)c3cc(ccc23)C(F)(F)C(F)(F)F	0
Cn1cnnc1CNC(=O)COc2ccc(F)cc2F	0
CC\C(=N/c1ccc(Cl)c(Cl)c1)\[NH2+]c2ccc(Cl)cc2	0
CO\N=C(\CN1CCc2nn(cc2C1=O)c3cccnc3)/c4ccc(cc4)C(F)(F)F	0
CCN(C(=O)CSCC=C(Cl)Cl)c1cn(nc1Cl)c2cccnc2	0
CCSc1cccnc1c2ncc(c3ccc(cc3)C(F)(F)F)n2C	0
CC(c1ccc(C)nc1)S(=O)(=NC(=S)N)C	0
CN(C(=O)c1cn(nc1C)c2cccnc2)c3ccc(c[nH+]3)C(F)(F)F	0
Brc1ccc(Oc2ccc(cn2)C#N)cc1COc3ccc(nc3)C#N	0
CC(=O)NCCCN(C(=O)CCS(=O)CCC(F)(F)F)c1cn(nc1Cl)c2cccnc2	0
FC(F)(F)CNC(=O)c1sc(nc1Cl)c2cccnc2	1
CCN(C(=O)CCSCS(=O)(=O)c1ccccc1)c2cn(nc2Cl)c3cccnc3	1
CSC(C)C(=O)N(CC#C)c1sc(nc1Cl)c2cccnc2	0
CSCC(=O)N(C)c1sc([nH+]c1C)c2cccnc2	1
CCC(=O)Nc1[nH+]c(cs1)c2ccc(Cl)s2	0
CNC(=O)N\N=C(/C1CC1)\c2ccc(Cl)cc2	0
COc1ccc(NC(=O)c2cc(NC(=O)[C@@H]3[C@@H](c4cc(Cl)cc(Cl)c4)C3(Cl)Cl)ccc2Cl)c(F)c1	0
CCN(C(=O)CC#N)c1sc(nc1Cl)c2cccnc2	0
COc1cc(ccn1)C(=O)NC(=O)c2cnccc2C(F)(F)F	0
CCN(C(=O)CCSCCC(=C(F)F)F)c1cn(nc1Cl)c2cccnc2	0
CCN(C(=O)CCN1CCOC1=O)c2sc(nc2Cl)c3cccnc3	0
CSCCC(=O)Nc1sc([nH+]c1C)c2cccnc2	0
CN(C)CC1CSSSC1	0
Fc1ccc(F)c2c(NCCc3ccc(Oc4ncc(cc4F)C(F)(F)F)cc3)ncnc12	1
FC(F)(F)c1cc(ccn1)N2CCc3nn(cc3C2=O)c4cccnc4	1
Fc1ccc(NC(=O)c2cc(NC(=O)[C@H]3[C@H](c4cc(F)c(Br)c(F)c4)C3(Cl)Cl)ccc2Cl)cc1	0
C[C@H](CSCC(F)(F)F)NC(=O)c1ccc(\C=C\C(c2cc(Cl)c(Cl)c(Cl)c2)C(F)(F)F)cc1C(F)(F)F	0
CCN(C(=O)C1C[C@@H]1SC)c2sc(nc2Cl)c3cncc(F)c3	1
Cc1cc(NC(=O)[C@H]2[C@H](c3ccc(F)c(Cl)c3)C2(Cl)Cl)cc(C(=O)NC4(CC4)C#N)c1F	1
c1cncc(c1)c2cnc3nc(sc3c2)c4cccnc4	0
CCC(C)Oc1ccc(C)cc1[NH+]2C(=O)CS/C/2=N\C(=O)N[C@H](C)Cc3ccc(cc3)c4ncn(n4)c5ccc(OC(F)(F)F)cc5	0
FC(F)(F)c1ccc(CCc2ccc3nc(sc3c2)c4ccncc4)cc1	0
CCCNC(=O)N(CC)c1sc(nc1Cl)c2cccnc2	1
CCCN(C(=O)C(C)CSC)c1sc([nH+]c1C)c2cccnc2	1
CC(=O)C\C(=N\N=C(/c1ccc(OS(=O)(=O)C(F)(F)F)cc1)\c2ccc(Cl)nc2)\C	0
OCCCN(C(=O)CCSCCC(F)(F)F)c1cn(nc1Cl)c2cccnc2	0
COc1cc(cc(OC)c1OC)C(=O)c2cc3cc(cc(OC)c3s2)[N+](=O)[O-]	0
Cc1[nH+]c(sc1NC(=O)OC2(C)CCCCC2)c3cccnc3	0
CS(=O)(=O)c1cnc2nn(cc2c1)c3cccnc3	1
Cc1nsc(NC(=O)\C(=C/[NH2+]CC(=O)OCc2ccccc2)\c3ccc(Oc4ccc(cc4)C(F)(F)F)cc3)c1Cl	1
Fc1ccc(OCC2CC[NH2+]2)cn1	0
CCN(C(=O)CCC#N)c1cn(nc1Cl)c2cccnc2	1
FC(F)(F)CCS(=O)(=O)CCC(=O)N(CC#C)c1sc(nc1Cl)c2cccnc2	1
CCN(C(=O)CN1CCOC1=O)c2sc(nc2Cl)c3cccnc3	0
CCN(C(=O)CCSC(F)(F)C=C(F)F)c1cn(nc1Cl)c2cccnc2	0
CCS(=O)(=O)CCn1ccc(NC(=O)c2cccnc2)n1	0
CSCC(C)C(=O)Nc1sc([nH+]c1C(F)(F)F)c2cccnc2	0
CC(C)(C)OC(=O)Nc1snc(Br)c1Br	0
CCO\C(=C\C(c1cc(Cl)c(Cl)c(Cl)c1)C(F)(F)F)\c2ccc(C(=O)N[C@H](C)C(=O)NCC(F)(F)F)c(c2)C(F)(F)F	0
CC(C)C(=O)N(C)c1cc([nH+]n1C)c2cncc(F)c2	0
CC(C)C(=O)N(C)c1sc([nH+]c1F)c2cccnc2	0
CSC(C)CC(=O)N(C)c1sc([nH+]c1C)c2cncc(F)c2	0
CC(F)(F)CCC(=O)N(CC#C)c1cn(nc1Cl)c2cccnc2	0
CN(C(=O)CCSCC=C)c1sc([nH+]c1Cl)c2cccnc2	0
CCN(C(=O)CCC#N)c1sc(nc1Cl)c2cccnc2	0
CCNc1nc(nc([nH+]1)N(C)C)N(C)C	0
CCN(C(=O)CC(O)(C(F)(F)F)C(F)(F)F)c1cn(nc1C)c2cccnc2	0
CC(c1ccc(nc1)C(F)(F)F)S(=O)(=Nc2nc(cs2)c3ccc(C)cc3)C	0
FCCNC(=O)N(CCF)c1c[nH+]c(s1)c2cccnc2	0
Cc1nc(sc1c2ccnc(n2)c3ncccn3)c4cccnc4	1
Cn1nc(cc1c2cc(nc3ncnn23)C4CC4)C(F)(F)F	0
CC(C)C1C2OC(=O)C1C3(O)CC4OC45C(=O)OC2C35C	0
CCN(C(=O)CCSCCc1ccc(cc1)C(F)(F)F)c2cn(nc2Cl)c3cccnc3	0
CCC[NH+](C)\C(=N\C(Cc1cc(C)cc(C)c1)c2cccc(Cl)c2Cl)\SC	0
CCN(C(=O)CC[S@@](=O)C)c1sc(nc1Cl)c2cccnc2	0
CN(C(=O)CCSCCC(F)(F)F)c1cn(nc1C)c2cncc(F)c2	1
CN(C(=O)CCC(=O)C)c1cn(nc1C)c2cccnc2	0
FC(F)(F)c1ccc(cc1)C(=O)Nc2ccncc2C#C	0
CCN(C(=O)C(CS(=O)C)C(F)(F)F)c1cn(nc1Cl)c2cccnc2	0
CCNC(=S)N1CCO/C/1=N\C(C)c2cc(C)cs2	1
Cc1ncnc2[nH]c[nH+]c12	0
Cc1cc(NC(=S)c2cc(F)cc(F)c2)[nH]n1	0
FC(F)(F)c1ccc(cc1)C(=O)Nc2ccncc2c3nccs3	0
CCNC(=O)Nc1cn(nc1C)c2cccnc2	0
CSC(CC(=O)N(CC1CC1)c2cn(nc2Cl)c3cccnc3)C(C)C	1
CCN(C(=O)OC(C)(C)C)c1c[nH+]c(s1)c2cncc(F)c2	0
CSCC(C)C(=O)N(CCCC(F)(F)F)c1cn(nc1Cl)c2cccnc2	0
CC(=O)\C(=N\[NH2+]c1cccc(C)c1)\Cl	0
CCN(C(=O)CCSCCC(F)(F)C(F)(F)Br)c1cn(nc1Cl)c2cccnc2	0
CSCC(C)C(=O)Nc1cn(nc1C(F)(F)F)c2cccnc2	0
CS(=O)(=O)CC(=O)N(CC1CC1)c2cn(nc2Cl)c3cccnc3	1
CN(C(=O)C1=NN(C)C(=O)C=C1)c2sc([nH+]c2C)c3cccnc3	0
CC(C(=O)N(CC1CC1)c2cn(nc2Br)c3cncc(F)c3)S(=O)(=O)C	1
CC(SCCC(F)(F)F)C(=O)N(CC#C)c1cn(nc1C)c2cncc(F)c2	1
Cc1cnccc1c2nc3cc(ccc3s2)S(F)(F)(F)(F)F	0
CCN(C(=O)CC(SC)C(F)(F)F)c1cn(nn1)c2cccnc2	0
COC(=O)c1cnccc1NC(=O)c2ccc(cc2F)C(F)(F)F	0
CCN(C(=O)CC1CN(C)C1=O)c2cn(nc2Cl)c3cccnc3	0
C[NH+]1CCC(=C2c3ccccc3Oc4ccccc24)CC1	0
CSCC(C)(C)C(=O)N(C)c1sc([nH+]c1Cl)c2cccnc2	0
CN(C(=O)CCC(F)(F)F)c1cc(nc[nH+]1)c2cccnc2	1
FC(F)(F)CCSc1ccc2nc(sc2c1)c3cccnc3	1
C(C1=[NH+]CCN1)c2cccc3ccccc23	0
CC(N(C)S(=O)(=O)CCCC(F)(F)F)C(=O)N(C)c1cn(nc1Cl)c2cccnc2	1
Cc1ncccc1c2cnc3nc(sc3c2)c4cccnc4	0
Fc1ccc(cc1F)[C@H]2[C@H](C(=O)Nc3ccc(Cl)c(c3)C(=O)NCC(F)(F)F)C2(Cl)Cl	1
FC(F)(F)CCSCCC(=O)N(Cc1ccncc1)c2cn(nc2Cl)c3cccnc3	0
CC(SCC(F)(F)F)C(=O)N(CC#C)c1cn(nc1Cl)c2cccnc2	1
CCN(C(=O)CCSC(C)C)c1sc([nH+]c1C)c2cccnc2	0
Cn1nc(nc1c2ccccc2)c3c(Cl)cncc3Cl	1
CN(CC(=O)N(CC1CC1)c2cn(nc2Cl)c3cccnc3)S(=O)(=O)C	0
CC(C)C(=O)N(C)c1nnc(s1)S(=O)(=O)N(C)C	0
CCN(C(=O)CCS(=O)(=O)C)c1sc(nc1Cl)c2cccnc2	0
CCN(CC(F)(F)F)C(=O)CNC(=O)c1ccc(cc1C(F)(F)F)\C(=C\C(c2cc(Cl)c(Cl)c(Cl)c2)C(F)(F)F)\F	0
CCN(C(=O)C(C)C)c1cnn(c1)c2cccnc2	0
CCN(C(=O)NCc1ncccn1)c2cn(nc2Cl)c3cccnc3	0
C[C-](C(=O)N(CC#C)c1cn(nc1Cl)c2cncc(F)c2)S(=O)(=O)C	1
CC(c1ccc(nc1)C(F)(F)F)S(=O)(=Nc2cnccn2)C	0
CCN(C(=O)CN(C)C(=O)OC(C)(C)C)c1sc(nc1Cl)c2cccnc2	0
CSC(C)C(C)C(=O)Nc1cn(nc1Cl)c2cccnc2	1
Clc1nc(sc1N(CC#C)C(=O)C2CC2)c3cccnc3	0
CCN(CC)c1c[nH+]ccc1Nc2ccc(cc2)C(C)(C)C	0
CCN(C(=O)CC\C(=N\OCc1ccc(OC(F)(F)F)cc1)\C)c2cn(nc2Cl)c3cccnc3	0
O=C(Nc1cccnc1)N2CCC(CC2)c3ncccn3	0
CSC(C)CC(=O)N(C)c1cn(nc1Cl)c2cncc(F)c2	1
Nc1c(F)ccc(NC(=O)c2cc(NC(=O)[C@H]3[C@H](c4ccc5OC(F)(F)Oc5c4)C3(Cl)Cl)ccc2Cl)c1F	0
CSc1nccc(n1)c2cn(nc2C)c3cccnc3	1
Cc1cc(NC(=O)c2cccnc2)nn1C	1
CSCC(C)C(=O)N(C(C)C)c1sc([nH+]c1C)c2cccnc2	0
CN(C=O)\N=C(/c1ccc(OS(=O)(=O)C(F)(F)F)cc1)\c2ccc(Cl)nc2	0
Cc1cccc(\C=N\N=C\c2cccnc2)c1	0
CSCCNC(=S)N(C)c1sc([nH+]c1Cl)c2cncc(F)c2	0
CC(C)CNC(=O)\C=C\c1ccc(C)cc1	0
CSCCC(=O)N(C)c1sc([nH+]c1C)c2cccnc2	0
Cc1cc(Cl)c(NC(=O)c2cc(Cl)ccc2F)c3cccnc13	0
CCCC[NH+]1CCCC(C1)C(=O)N(C)c2sc([nH+]c2C)c3cncc(F)c3	0
[O-][N+](=O)c1cncnc1OCc2ccc(Cl)nc2	0
CC(NC(=S)N1CCOC1=O)c2cccs2	0
FC(F)(F)c1ccc(COc2ncncc2C3OCCCO3)cc1	0
CSC[C@@H](C)C(=O)N(C)c1sc([nH+]c1Cl)c2cccnc2	1
CS(=O)(=O)c1cnccc1C2OC(=O)c3cc(OC(F)(F)F)ccc23	0
CCN(C(=O)CC\C(=N/OCCC1CC1(F)F)\C)c2sc([nH+]c2C)c3cccnc3	0
CC(C)SCC(C)C(=O)N(C)c1cn(nc1Cl)c2cccnc2	1
CCN(C(=O)CCS(=O)C)c1cn(nc1Cl)c2cccnc2	0
CN(C(=O)CCC1CC1)c2cn(nc2C)c3cncc(F)c3	0
CN(C(=O)c1cn(nc1C)c2cccnc2)c3ccc(Cl)c(Cl)c3	0
Fc1ncccc1NC(=O)c2cc(NC(=O)[C@@H]3[C@@H](c4cc(Cl)cc(Cl)c4)C3(Cl)Cl)ccc2Cl	0
CS\C(=N/C(Cc1cc(C)cc(C)c1)c2cccc(Cl)c2Cl)\N(C)Cc3cccs3	0
CC(CCl)C(=O)N(C)c1c[nH+]c(s1)c2cccnc2	0
CN(C(=O)CCSCC(F)(F)F)c1nnc(s1)c2cncc(F)c2	0
CSCC(C)C(=O)N(CC1CC1)c2cn(nc2Cl)c3cccnc3	1
FC(F)(F)c1ccc(cc1)c2nc(cs2)c3cn(nc3Cl)c4cccnc4	1
COC1OC(c2ccc(OC(F)(F)F)cc12)c3c(F)cncc3SC	0
FC(F)(F)c1cc(Cl)c(NNc2nc(nc(c2C#N)C(F)(F)F)C(F)(F)F)c(Cl)c1	0
CSCCn1ccc(NC(=O)c2cccnc2)n1	0
CCN(C(=O)C(C)SCCC#N)c1cn(nc1Cl)c2cccnc2	0
CN(C(=O)C1CN(C1)C(=O)OC(C)(C)C)c2sc([nH+]c2Cl)c3cccnc3	0
CN(C(=O)C1CCC(F)(F)CC1)c2sc([nH+]c2Cl)c3cccnc3	0
CN(C(=O)CCS(=O)C)c1nnc(s1)c2cccnc2	1
COC(=O)NNC(=O)c1ccc2nn(cc2c1)c3cccnc3	1
CN(C(=O)CS(=O)(=O)C)c1cn(nc1Cl)c2cccnc2	1
CCC(=O)N1N=C(OC1(C)C)c2cn(nc2C)c3cccnc3	1
FC(F)(F)CS(=O)Cc1sc(nc1Cl)c2cccnc2	0
CCN(C(=O)CCS(=O)(=NC#N)C)c1sc(nc1Cl)c2cccnc2	0
FC(F)(F)c1nnc(NC(=O)c2ccccc2Cl)s1	0
FC(F)(F)c1nnc(NC2=[NH+]CCN2Cc3ccc(Cl)nc3)s1	0
Fc1cccc2CC(Cc12)c3c[nH]c[nH+]3	0
CO[C@H]1[C@H](C)O[C@@H](O\N=C\c2cccc3OCOc23)[C@H](OC)[C@@H]1OC	0
CCN(C(=O)c1cn(C)nc1C(F)(F)F)c2sc(nc2Cl)c3cccnc3	1
FC(F)(F)C(\C=C\c1ccc(c(c1)C#N)n2cncn2)c3ccc(Cl)c(Cl)c3	0
Cc1c[nH+]c(cc1N)c2cccnc2	0
CCN(C(=O)c1oc(CSC)cc1)c2cn(nc2Cl)c3cccnc3	0
CCN(C(=O)CN1CCCC1=O)c2sc(nc2Cl)c3cccnc3	0
CON=C1CCC(CC1)C(C#N)S(=O)(=O)CCC(F)(F)F	0
Clc1ccc2C(CCc2c1)C3=[NH+]CCN3	0
CCN(C(=O)CCn1nc(c(Br)c1C)C(F)(F)F)c2cn(nc2Cl)c3cccnc3	0
[O-]C(=O)c1cccc2cccnc12	0
CC(C)c1ccc(cc1)C2=NOC(C2)(c3cc(Cl)cc(Cl)c3)C(F)(F)F	0
COc1cccc(CN2CC[NH+](CCc3ccccc3C(F)(F)F)CC2)c1	0
Cc1c(Br)csc1c2nc(nn2C)c3c(F)cccc3Cl	0
Nc1ccc(cc1)C2=NOC(C2)(c3cc(Cl)cc(Cl)c3)C(F)(F)F	0
Fc1cccc(c1c2nsc(NC(=O)c3cccnc3C(F)(F)F)n2)C(F)(F)F	0
COc1ccc(cc1)[C@H]2OC[C@H]3O[C@@H](O[C@@H]4[C@@H](O)C[NH2+][C@H]24)[C@H](O)[C@H]3O	0
CCN(C(=O)CC(C)SC)c1cn(nc1Cl)c2cncc(F)c2	1
CS(=O)(=NC(=S)N)Cc1ccc(Cl)nc1	0
FC(F)(F)c1ncc(cn1)C(=O)Nc2ccncc2I	0
CC(c1ccc(nc1)C(F)(F)F)S(=O)(=NC(=O)Sc2ccccc2F)C	0
CCOC(=O)c1nnsc1N2CCC(CC2)C(OC)c3ccc(OC(F)(F)F)cc3	0
CCOC(=O)C1=NN(C(=O)O1)c2ccc(C)cc2	0
CC(F)(F)CCC(=O)N(CC1CC1)c2cn(nc2Cl)c3cccnc3	0
CSCC(C)C(=O)N(CC=C)c1sc([nH+]c1C)c2cccnc2	1
CCS(=O)(=O)c1cc(ccc1c2ncc(c3cncc(c3)C(F)(F)F)n2C)C(F)(F)F	0
FC(F)C(F)(F)C(=O)Nc1c(F)ccc(NC(=O)c2cc(NC(=O)[C@H]3[C@H](c4ccc(F)c(c4)C(F)(F)F)C3(Cl)Cl)ccc2Cl)c1F	0
Clc1cccc(OCC2=NCCN2)c1	0
[O-][N+](=O)c1cc(Cl)c(Oc2ccccc2)c(Cl)c1	0
CSCC(=O)NC(=O)c1cnccc1C(F)(F)F	0
CSC(C)C(=O)N(CC1CC1)c2cn(nc2Br)c3cncc(F)c3	1
Cc1[nH+]c(sc1NC(=O)C(C)(C)CS(=O)(=O)C)c2cccnc2	0
FC(=CCCOC(=O)c1ccc(Oc2ccccn2)cc1)F	0
CS(=O)(=Nc1nc(cs1)C(F)(F)F)Cc2ccc(nc2)C(F)(F)F	0
CCN(C(=O)NCCSCCC(F)(F)F)c1cn(nc1Cl)c2cccnc2	0
CC(=O)N\N=C(/C)\c1cccc(c1)C(F)(F)F	0
Clc1cc(Cl)cc(c1)[C@H]2[C@H](C(=O)Nc3ccc(Cl)c(c3)C(=O)Nc4cncnc4)C2(Cl)Cl	0
Fc1ccc2nc(sc2c1)c3cccnc3	0
Cn1nc(c(c1C(=O)Nc2ccc(Cl)c(c2)C(=O)NC3(CC3)C#N)C(F)(F)F)C(F)(F)C(F)(F)F	1
CCN(C(=O)C(C)C\S(=N/C#N)\C)c1sc(nc1Cl)c2cccnc2	1
CNc1onc(n1)c2cccnc2	0
CC(C)Nc1nccn2cc(nc12)C(=O)Nc3cccnc3	0
CC(C)NC(=O)c1cccc2nn(cc12)c3cccnc3	1
Clc1ccc(cc1)c2nnc(NCC[NH+]3CCCC3)c4ccccc24	0
CCCNC(=O)N(CC)c1cn(nc1C)c2cncc(F)c2	0
Cc1cc(C)nc(O\N=C/2\CCCc3nn(cc23)c4cccnc4)n1	1
CSCCC(=O)N(C)c1sc([nH+]c1Cl)c2ccc(F)nc2	0
Cn1nc(cc1C(F)(F)F)c2ccc(Oc3cncc(Cl)n3)cc2	0
CC(C)C(=O)N(C)c1cn(nc1Cl)c2cccnc2	0
CSc1cncc(Cl)c1n2ncc3cc(ccc23)C(F)(F)F	0
Nc1c(F)ccc(NC(=O)c2cc(NC(=O)[C@H]3[C@H](c4cc(F)cc(Br)c4)C3(Cl)Cl)ccc2Cl)c1F	0
CN(C(=O)C(C)(C)CS(=O)(=NC#N)C)c1nnc(s1)c2cccnc2	0
CCN(C(=O)CCS(=O)(=O)C)c1sc(nc1Cl)c2ccc[n+]([O-])c2	1
CN(C(=O)N1CCC(C1)c2noc(C)n2)c3cccnc3	0
FCCN(C(=O)CCSCCC(F)(F)F)c1cn(nc1Cl)c2cccnc2	1
N#Cc1ccc(N\N=C\2/CCCc3nn(cc23)c4cccnc4)nc1	1
COC(=O)c1cnccc1NC(=O)c2ccc(cc2)C3(CC3)C(F)(F)F	0
CN(\N=C(/c1ccc(OS(=O)(=O)C(F)(F)F)cc1)\c2ccc(Cl)nc2)C(=O)C	0
CN(\N=C\1/CCCc2nn(cc12)c3cccnc3)C(=O)OC(C)(C)C	0
C=CCOc1ccc(cc1)c2onc(n2)c3cccnc3	0
FC(F)(F)Oc1ccc(NC(=O)c2sc(nc2Cl)c3cccnc3)cc1	1
CCOC(=O)c1nnsc1N2CCN(CC2)c3ncc(cc3Cl)C(F)(F)F	0
Cc1cc(Cl)ccc1NC2=NCCO2	0
Nc1c(c2cc(Cl)cc(c2)C(F)(F)F)c(nn1c3ncccn3)C(F)(F)C(F)(F)F	0
CC(c1ccc(nc1)C(F)(F)F)S(=O)(=NC(=N)NO)C	0
Cc1cc(c2ncc(cc2Cl)C(F)(F)F)n3ncnc3n1	0
C\C(=N/N=C(\C)/c1cccc(C)c1)\c2cccc(C)c2	0
CCN(C(=O)CCCCCl)c1sc(nc1Cl)c2cccnc2	0
FC(F)(F)S(=O)(=O)Oc1ccc(cc1)\C(=N/NC=O)\c2ccc(Cl)nc2	0
CCN(C(=O)C(C)(C)CSC)c1sc([nH+]c1C)c2cncc(F)c2	0
Clc1ccc(cc1Cl)[C@@H]2[C@@H](C(=O)Nc3ccc(Cl)c(c3)C(=O)NC4(CC4)C#N)C2(Cl)Cl	0
Nc1c(c2cc(Cl)cc(c2)C(F)(F)F)c(nn1c3ncccn3)C(F)(F)F	0
COc1cnccc1NC(=O)c2ccc(cc2)C(F)(F)F	0
CN(C(=O)C1CCSC1)c2sc([nH+]c2C)c3cncc(F)c3	0
COc1cccc(CN2CCC(CC2)(C#N)c3ccccc3)c1	0
Cc1cccc(OCC2=[NH+]CCN2C(=O)Nc3ccc(Cl)c(Cl)c3)c1C	0
FC(F)(F)c1cc(NC(=O)Cc2ccsc2)ccc1Cl	0
CCCCCCCCCCC(C)C1OC(=O)CC(NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)NC(C)C2CCC(O)O2)NC(=O)C(CO)NC(=O)C1O)c3ccccc3	0
[O-][N+](=O)c1ccc(cc1)C2=NOC(C2)(c3cc(Cl)cc(Cl)c3)C(F)(F)F	0
CSCC(C)C(=O)N(CCCCF)c1cn(nc1Cl)c2cccnc2	0
CCNC(=O)c1cnn(c2ccc(cn2)C(F)(F)F)c1C(F)(F)F	0
CCN(C(=O)CC\C(=N\OCc1ncc(cc1Cl)C(F)(F)F)\C)c2cn(nc2Cl)c3cccnc3	0
CCOCN(C(=O)C(C)SC)c1cn(nc1Cl)c2cccnc2	1
CCN(C(=O)C(C)OC(=O)C)c1sc(nc1Cl)c2cccnc2	0
CSC(CC(=O)N(CC1CC1)c2cn(nc2Cl)c3cccnc3)C(F)(F)F	1
CCS(=O)(=O)c1cc(ccc1C(=O)N(C)c2ccc(cn2)C(F)(F)F)C(F)(F)F	0
CN(C(=O)C(C)(C)F)c1cn(nc1C)c2cccnc2	0
Fc1ccc(NC(=O)c2cc(NC(=O)[C@H]3[C@H](c4cc(cc(c4)C(F)(F)F)C(F)(F)F)C3(Cl)Cl)ccc2Cl)cc1	0
CSC(C)CC(=O)N(C)c1sc([nH+]c1Cl)c2cncc(F)c2	1
Cc1cc(C)cc(CC(\N=C\2/SCCN2C3=NCCS3)c4cccc(Cl)c4Cl)c1	0
CN1C(=O)N(C)c2[nH]c(nc2C1=O)c3ccccc3	0
CC(c1ccc([n+]([O-])c1)C(F)(F)F)S(=O)(=NC#N)C	0
FC(F)(F)c1ncc(cn1)C(=O)Nc2ccncc2c3nccs3	0
FC(F)(F)c1cccc(n1)c2cn(nn2)c3cccnc3	1
CSCC(C)C(=O)N(COC(=O)C(C)(C)C)c1cn(nc1Cl)c2cccnc2	1
COc1ccc(COCc2cccc(NC(=O)NC3CC3)c2)cc1	0
Fc1ccc2CC(Cc2c1)c3c[nH]c[nH+]3	0
C\S(=N/C#N)\C1CCc2cc(Cl)ncc12	0
COc1cccc(c1)c2onc(n2)c3cnccn3	0
FC(F)(F)c1cccc(Sc2ccc(cc2)C(=O)NCc3ccncc3)n1	0
CCOC(=O)COc1cccc(Br)c1	0
CC(CS(=O)C)C(=O)Nc1sc([nH+]c1Cl)c2cccnc2	1
Cc1cc(C)cc(CC(NC(=S)N2CCOC2(C)C)c3sccc3C)c1	1
FC(F)(F)c1ccc2sc(nc2c1)c3cccnc3	0
CNC1OC(c2ccc(OC(F)(F)F)cc12)c3c(F)cncc3SC	0
Cc1cc(C)cc(CC(\N=C\2/SCC(=O)N2CCO)c3cccc(Cl)c3Cl)c1	1
CC(C)C(=O)N(C)c1c(Br)c(nn1C)c2cccnc2	0
CCN(C(=O)C1CN(C1)C(=O)OC(C)(C)C)c2sc(nc2Cl)c3cccnc3	0
CC(C)NC(=O)c1[nH+]c(NC(=O)c2cccnc2)cn1C	1
CCN(C(=O)CSCCCC(F)(F)F)c1cn(nc1Cl)c2cccnc2	1
CO\N=C(\CCSC)/c1sc(nc1Cl)c2cccnc2	0
COC(=O)CCC(=O)NC(=S)N=S(=O)(C)C(C)c1ccc(nc1)C(F)(F)F	0
Cc1cc(C)cc(CC(NC(=O)NCCCl)c2cccc(Cl)c2Cl)c1	0
FC(F)(F)C1CC(=O)N=C([NH2+]1)c2cc(Cl)nc(Cl)c2	0
Cc1cccc(n1)c2cn(nn2)c3cccnc3	0
CC(C)(C)OC(=O)N(CC#C)c1sc(nc1Cl)c2cccnc2	0
COC(=O)c1cnccc1NC(=O)c2ccc(cc2)c3cnccn3	0
C\S(=N/C#N)\Cc1ccc(nc1)C(F)(F)F	0
C[C@H]1C[C@@]2(O)[C@H]([C@H]1OC(=O)c3ccccc3)[C@@H](OC(=O)CO)[C@@]4(C[C@@H]5[C@H](CC(C)(C)C5=O)[C@](C)([C@H]2OC(=O)C)C4OC(=O)C)OC(=O)C	0
[O-][N+](=O)c1c(Cl)ncnc1OCc2ccc(Cl)nc2	0
COC(c1ccc(SC(F)(F)F)cc1)c2c(Cl)cncc2SC	0
CNc1nnc(s1)c2cncc(Cl)c2	0
CC(C)C(=O)Nc1cc([nH+]n1C)c2cccnc2	0
COc1cccc(n1)c2cn(nc2C)c3cccnc3	1
CCN(C(=O)CC1CCN(CC(F)(F)F)C1=O)c2cn(nc2Cl)c3cccnc3	0
CSCC(C)C(=O)N(C)c1cn(nc1Cl)c2cncc(F)c2	1
CC(=O)N(C(=O)c1cccnc1)c2ccn(C)n2	0
CSCCC(=O)N(C)c1sc([nH+]c1C)c2cc(F)c[n+]([O-])c2	0
CC(C)SCCC(=O)N(C)c1nnc(s1)c2cncc(F)c2	0
CN(C(=O)CCS(=O)(=O)C)c1sc([nH+]c1Cl)c2ccc(F)nc2	0
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2	1
CCN(c1ccc(Cl)cn1)c2cn(nc2Cl)c3cccnc3	0
CN(C(=O)C(C)(C)CSCCC(F)(F)F)c1nnc(s1)c2cccnc2	0
CCN(C(=O)C1CC(F)(F)C1)c2cn(nc2C)c3cccnc3	0
CSC(CC(=O)N(CCCCC(F)(F)F)c1cn(nc1Cl)c2cccnc2)C(F)(F)F	0
COCCN(C)\C(=N\C(Cc1cc(C)cc(C)c1)c2cccc(Cl)c2Cl)\SC	0
CC(C)CNC(=O)CSc1nnc(NC2CCCCC2)s1	0
CNC(=O)c1cncc(F)c1C2OCc3cc(ccc23)C(F)(F)C(F)(F)F	0
FC(F)(F)c1ccc(cc1)c2onc(c2)c3cccnc3	0
C1C\C(=N/Nc2nc3ccccc3s2)\c4cn(nc4C1)c5cccnc5	0
CSCCNC(=O)c1nnc(s1)c2cccnc2	0
Fc1ccc(NC(=O)c2cc(NC(=O)[C@@H]3[C@@H](c4ccc(Cl)c(Cl)c4)C3(Cl)Cl)ccc2Cl)c(F)c1	1
Clc1cc(Cl)cc(c1)[C@@H]2[C@@H](C(=O)Nc3ccc(Cl)c(c3)C(=O)NCC#C)C2(Cl)Cl	0
Clc1ccc(C[NH+]2CCCS/C/2=N/C#N)cn1	1
FC(F)(F)c1cncc(c1)N2CCc3nn(cc3C2=O)c4cccnc4	0
FC(F)(F)c1ccc(COc2[nH+]cncc2N3CCOCC3)cc1	0
CC(c1ccc(nc1)C(F)(F)F)S(=O)(=NC(=S)N2CCCCC2)C	0
Cc1occ(CN2CCN=C2[N-][N+](=O)[O-])c1	0
